date,ratings,helpful,comment
2020-08-10,4,0,한 눈에 자산을 확인할 수 있어서 편리합니다. GUI도 깔끔하게 탭으로 구성되어 있어서 좋아요!
2020-08-10,4,1,마이머니  깔고  한번에  흩어진 자산이 보여서 관리도 쉽고 좋아요  다만 제2금융권이 다 등록이 안되는건 쫌 아쉬워요
2020-08-06,5,0,다양하게 자세한 정리와 미래계획등을 세우고 관리할수 있는 어플이네요
2020-08-05,5,0,은행 국민만 쓰는데 편리하게 잘되있어서 이용잘하고있습니다 👍
2020-07-06,4,0,"몇년째 사용중이랍니다. 
자산을 한번에 보고 관리하는데 용이해요.
은행자산외에 개인적인 자산도 넣을 수 있어 편해요."
2020-07-03,5,0,기존에 쓰던 kb모바일 인증서로 귀찮은 절차없이 바로 어플을 사용할수 있다는게 최고인듯 합니다
2020-07-03,5,0,"자산을 한번에 볼 수 있음
유형별로 관리 할 수 있어 좋음"
2020-06-30,4,0,"국민은행/카드만 써서 너무 편하네요
아쉬운 점은 앱 사용법이 쉽지만은 않다는 점이네요ㅠ
신용카드, 체크카드 사용이 다 카드 출금으로 잡혀서 현금만 100% 사용한 것으로 나타나요,, 이 부분 수정 가능한가요? 자동 인식되면 좋겠습니다.
그리고 저번달 내역에 대해서 진단하고싶은데 진다낙만 터치하면 이번달 내역에 대해서만 진단되네요ㅠ 지나간 달에 대해서는 진단 못받나요?"
2020-06-23,5,0,재밌어요!
2020-05-25,2,0,"아파트가 10억이고 지금 전세로 7억에 임대를 주었다면 자산은 3억으로 나오는 게 맞으나 10억으로 표시됨 

아님 부채 항목에 부동산에 대한 부채 항목을 추가하고 전세 대금이 반영되게 해야함. 

도대체 KB 는 무슨 생각과 논리로 이런 기본도 반영안하나요?"
2020-05-21,5,0,"공인인증서 연결 안한 은행 정보가 안보였는데 오픈뱅킹으로 정보가 나와서 편하네요..
계속 개선되는거 같아서
별 5개 드립니다."
2020-04-12,1,0,하나로 만들어줘요 제발
2020-03-09,5,0,별다섯개 따당!! 좋습니다!! 부자될꺼에요:)
2020-03-06,3,0,좋습니다
2020-02-07,5,0,"마이머니 린정... 대박 좋아용~~ !!!!!
진즉 이거쓸걸 후회돼용 흑흑....... 강추임당~~ 잘쓸게요~~~!짱짱>_<"
2020-02-06,3,0,"한국투자증권만 공인인증서가 안되요. 다른 증권사는 다 되는데요.
어플은 깔끔하고 좋네요."
2020-01-23,4,0,"좋은 앱이긴하지만

1. 등록된 이용기기가 아니라며 자산 업데이트가 되지 않는다

2. 이용기기 초기화 후 다시 연결해 사용했으나 동일한 증상이 반복된다

3. 통합연금포탈 아이디 비밀번호 오류라며 업데이트 오류 발생. 통합연금포탈 비번을 재설정하고 다시 변경된 바번을 둥옥해도 동일오류 반복(KB스타뱅크 앱 저산 관리에서도 예전과 달리 로그인 오류가 발생)"
2020-01-22,1,0,"사용할려고 해도 로그인 하고 나면 렉걸려서 
멈춰있어요"
2020-01-21,3,0,세입자 보증금 즉 줄 돈에 해당하는 금액이 사실 부채처럼 계산되어야 할 것 같은데요. 감안이 안되고 있어서 전세 낀 소유 자산이 크게 평가되고 있습니다.
2020-01-13,4,0,인터넷은행은 아직인가요??
2020-01-06,1,0,"카드며 은행권이며, 인증서 및 아이디/비번 로그인도 계속 오류가 나네요."
2020-01-03,5,0,KB마이머니로 소비줄이기 실천하고있어요!
2020-01-02,1,0,저는 웹 모바일 에이전시 대표입니다. 이 어플의 사용성은 최악이라는 평을 드리고 싶네요.
2019-12-30,1,0,"ios 13.1 
xs

kb모바일인증서로 로그인은 되는데 국민카드 등록, 오픈뱅킹 등록은 kb인증서를 인식못한다

kb인증서 재발급 받고 다시 했지만 인증센터 가라고만 한다. 무한반복 

오픈날짜만 지키지말고 개발자 재촉말고 서비스 담당자가 직접테스트해라

품질팀 파트너 보고서 믿지말고 게으른 정직원 노으마"
2019-12-29,5,0,내 자산을 한눈에 확인하니 편하고 좋아요.  자산별로 구분도 잘 되어있구 진단 영역도 괜찮네요.  다만 카카오뱅크랑 케이뱅크만 좀 연결됐으면 합니다.  요즘엔 거기 많이 쓰지 않나요?
2019-12-29,5,0,지난 버전보다 화면들도 너무깔끔해지고 이뻐져서 쓰는데 훨씬 재밋고 편리해졌네요!!
2019-12-29,5,0,내 자산과 지출을 알아서 관리해주니 완전 개꿀 ㅎ
2019-12-29,5,0,"마이머니로 다 볼 수 있어서 넘 좋아요 =)
특히 지출 내역 한꺼번에 보니까 돈 관리하기가 수월해졌어요 =)"
2019-12-22,5,0,쓸만한거 같아요.
2019-12-10,1,0,뱅*샐러드는 로그인이며 자산 불러오기 모두 간편한데 공인인증서 비번에 보안카드까지..진짜 번거롭게 하는 어플임; 이 어플에서만 공인인증서 비번 5번 입력함. 공인인증서로 로그인 햇는데 왜 자산 불러오기나 비밀번호 설정할 때 계속 누르라는 건지. 당췌 이해가 안되네.
2019-12-09,3,0,모바일증권Namu는 NH투자증권으로 등록해야하나요?모바일증권Namu는 로그인방식이 Id뿐만 아니라  공인인증서 로그인까지 지원해야하는데 안되는건가요? NH투자증권으로 등록하니 안돼요...
2019-12-05,1,0,현대카드 로그인 오류 계속됨
2019-12-04,4,0,"상품이 다양하게 많이 생겨 그럴수잇다 생각은드는데 ..이렇게 .. 뭘 하나하나 할때마다 앱을 다받아야하고 설치하고 ,로그인하고 .. 이과정을 전부다해야 하나요 ?????
#입.출해야할 앱잇어야해서 깔앗고 .. 카드이용내역즘 볼랫더니 체크카드 사용,비씨카드 어쩌고 하면서 하라는데로 따라하고 .. 나왓더니 국민앱이 4개가 깔려잇고 .. 방금 앱정리즘 하고 .알파원 하나만 들고다녀야겟다 싶어서 깔려잇는앱들 왓다갓다 해도 얜 또 없어 ㅡㅡ
알파원까지도 앱을깔으라 하네요 ?? 
뭔 얩을 이리많이 만들죠 ?? 
간결하게 못묶어요 ?? 하 ... 이래서 핸드폰 사양이 업글되 출시되는건가 ㅡㅡ깔 앱들이 하두많으니 
휴할 휴"
2019-11-29,1,0,"국민은행은 앱을 왜 이런식으로 많이 깔게 만들고 
서비스도 한참 뒤쳐지고 후진거 같네요
예전 다른 은행사의 앱이 너무 그립습니다 
서비스 개선 좀 하세요"
2019-11-24,2,0,아이폰Xs에 최적화가 되어있지 않네요.🤔
2019-11-23,4,0,"아쉽게 부동산 등록하려는데 없다고 뜨네여ㅠㅠ
그것만 되면 진짜 다 좋아요ㅠㅠ!!!!!
부탁드려요 부동산이여~"
2019-11-14,2,0,"지난 앱에서 계좌 연동하여 장단기 기간 설정하여 목표 세울 수 있는 기능이 있어 참 좋았는데 삭제되어 아쉽네요. %로 기간별로 저축액에 따라 목표수치가 표시되어 정말 직관적이면서도 동기부여를 줘서 좋았습니다만 앱 업데이트하면서 삭제되고 너무 광고성 은행 상품 소개만 늘어나서 아쉽네요. 

계좌 연동된 목표설정기능 꼭 살려주시길!"
2019-11-01,3,0,기존에 있었던 지출목록 월단위로 카테고리별로 총 지출액 중 몇 % 사용했는지 볼 수 있도록 해주세요.
2019-10-29,1,0,"앱 평가 안하는 편인데 계좌 통합도 안되고
하나 하나 직접 입력에 토스보다 못하네요"
2019-10-27,5,0,"업데이트 후에 써보니 디자인이 정말 깔끔해졌네요. 메뉴도 간편하고 쓰기 편해졌습니다. 이전에는 가끔 느려지거나 멈추기도 했는데 이제는 그런 것도 없고 빨라졌네요. 

다만 카뱅 연결 안되는 점이 아쉽네요.

뱅크샐러드 하고 같이 쓰고 있는데 이제 뱅샐보다 낫습니다."
2019-10-24,1,0,다시 제공 되나요?
2019-10-24,1,0,"아니, 사용자들 편하라고 개편을 하면서 왜 통합인증을 새로 다시 해야 됩니까?
게다가 쓸데없는 디자인을 넣어서 자산현황이 한눈에 보이지도 않고 개편이 아니라 개판이네요."
2019-10-24,1,0,전 디자인이 훨씬 심플하고 모던함이 느껴졌는데 지금은 일러스트도 과하고 색감도 파스텔위주라 돈이라든지 실질적인 정보는 안보이고 투머치 해보여요
2019-10-06,5,0,아니 카테고리 아이콘 만들 수는 있고 삭제는 못하네요? 기본적인 어플 관리가 하나도 안되네요
2019-09-07,4,0,카카오뱅크 케이뱅크 1금융 인터넷은행이 수기로 작성해야 해서 불편합니다ㅜ
2019-08-19,1,0,"업데이트가 10개월 전에 하고 여태 한번을 안하네.
이건 뭐 만들어 놓고 버린 앱이네. 
전혀 신경을 쓰지 않아."
2019-08-11,4,0,카카오계좌이체를 한 경우 은행 지출로 안뜨나요?
2019-08-04,4,0,이번에 NH투자증권에서 별도 나무 증권을 만들면서 나무증권계좌의 별도 자산은 연계가 안되네요 이점 보완해주시면 너무 좋을거같아요 한눈에 흩어진 자산 보기에 좋습니다
2019-07-30,1,0,왜 하나를 깔면 2개를 더 깔아야 하죠?
2019-06-09,1,0,kb 국민 노리카드 사용중인데 카드만 계속 업데이트 오류가 떠서 수입 지출 모두 뜨지 않습니다. 카드를 삭제하고 재등록해도 똑같이 이러네요..
2019-05-31,2,0,"1년 좀 안되게 잘 쓰고 있는데
갑자기 우리은행이 인식이 안되더니
몇번 껐다켰다 하고나니
우리은행 주거래만 인식되고
적금들은 또 안되네요..;;
답답해요"
2019-05-28,1,0,"은행 연동이 안되서 자산자체가 마이너스이고, 지출목록 작성하려고 하면 어디로 들어가야만 작성이 되고
레이아웃은 좋은데 활용할 수 없게끔 되어있어요"
2019-05-17,2,0,"기존에 가지고 있던 앱에서 소비지출 원그래프로 분석해주던 기능이 있었는데 다시 찾아보니 내가 못찾는건지 찾을수가 없었음
그래서 새로운 앱을 찾다보니 이걸 깔게 됨
처음엔 공인인증으로 로그인하고 국민카드 등록해서 업데이트해봄
안됨
공인인증으로도 해보고 아이디비번으로도 해봤는데안됨
타행 등록을 하라는데 공인인증으로 로그인해서 들어왔는데 또 어디서 타행등록을 하라는건지 모르겠음
고객센터 없음
나는 이 기능이 필요하기 때문에 여기에 답변이 달리면 다시 깔아서 해볼 생각이 있지만
답변이 달릴지 의문
(별점이 그래도 2점인건 필요한 기능이기 때문)"
2019-05-15,1,0,국민 관련 어플 중에 제대로 된거 찾기 힘든데 그 중 이게 단연코 탑이다. 연동도 안되는거 그대로 방치해놓고 업데이트도 안하는군 ㅋㅋ
2019-04-02,1,0,너무 느리고 카테고리 일괄 변경도 계속 오류나고..답답해서 못쓰겠습니다. 개선시켜주세요.
2019-02-22,3,0,고쳐주세요
2019-02-03,3,0,"체크카드는 이 두개를 사용하고 적금도 일부 인터넷은행을 이용하는데,,,"
2019-01-09,3,3,"다 좋습니다..증권 카드 보험 연동도 다 되고 푸본현대생명은 수기연결만되는게 아쉽지만...

근데 수입 지출 이체 관리하는거는 너무 안좋아요 아예 관리안되게 만들어놨네요 일단 계좌나 카드에서 잡히는 내용은 전부 초기에 이체로 설정되어 있습니다. 최근에 여러 항목을 선택해서 한번에 바꿀수있는 편집기능을 추가했지만, 항목을 체크하다보면 엉뚱한 항목이 체크가 되어있고 다시 그것을 해제하면 또 체크해놨던 다른 항목도 같이 해제가 되고 뭔가 내부로직에서 꼬임이 있는것 같습니다. 개선이 시급한데 진전이 없어보입니다."
2019-01-01,4,0,"기업은행 잔액 변동해도 적용 안됩니다 몇달째 변동반영안되요
썸뱅크 잔액은 불러오는 기능 없음

우리bc카드 사용하면 우리카드지출과 bc카드지출 동시에 비용이 잡혀서 지출이2배로 반영됨"
2018-12-08,5,0,"GM대우 자동차들 연식 선택란 중 2017년이 없어요
추가 해주세요"
2018-12-04,3,0,삼성화재 내역 업데이트가 안 됩니다
2018-11-26,1,0,"출시 전 검수안하시는지
다른건 몰라도 로그인은 가장 기본 아닙니까?
지문 로그인 인증을 왜케 여러번하는 겁니까?
5번 이상 인증하니까 잘 쓰던 지문 로그인도 다시 등록하라고............후
수정해주세요."
2018-11-05,1,0,"KB증권에 주식을 팔아서 자산이 얼마 남지 않았는데
자산현황 업데이트를해도 몇개월전 잔고로 뜨네요
마이머니에서 보여지는 잔고가 제 잔고였으면 좋겠으나 사람 염장지르는것도 아니고 왜 현황이 제대로 업데이트되지 않는거죠?"
2018-10-02,3,0,"내역을 지우고 싶을때 하나하나 지출 항목 눌러서 들어가서 지우는게 너무 번거로워요.
체크해서 원하는 항목을 한꺼먼에 지울수있었으면 좋겠어요"
2018-09-19,4,0,인증서 등록할때 숫자 0이 인식 안돼요 재배열 버튼 눌러도 0만 인식 불가. 스타뱅킹 앱에서는 이상없는거 보면 버그인듯 싶어요
2018-09-12,5,0,"은행 카드 증권사 보험 이렇게 거래하는데
앱 여러개 열 필요없이 한번에 전체적으로 파악하기 쉬워서 좋네요"
2018-09-07,1,0,핸드폰 교체 후 카드사용내역 업데이트가 안됩니다 수정 좀
2018-08-09,3,0,체크카드로 결제해서 통장에서 돈이 바로 빠져나간 경우는 이체와 지출로 내역이 두번 잡히네요. 이것도 일일이 수정해야하는건가요?
2018-07-24,1,0,"기존에는 카드결제내역이 모두 지출로 분류되어서 큰 불편함은 없었는데 6월 업데이트 이후 이체로 분류되어서 
이체/지출 선택하고 카테고리 선택하고 ㅠㅠㅠ 너무 불편해요"
2018-07-20,1,0,"계좌가 두개이고 카드가 두개인데
어떤ㄱㄴ잡히고 어떤건안잡히는오류가심합니다"
2018-07-19,5,0,"지출내역에 영수증 사진 올릴 수 있게 해 주세요~
아님 리스트 내역 올릴 수 있음 좋을것 같아요~"
2018-07-18,1,0,연동되어있는데 업데이트이후로 입지출내역 하나도 안뜨고 내가 직접 설정해야되는거같네 차라리 이앱 삭제하고 공책사다가 가계부 적는게 더빠를듯
2018-07-07,2,0,업데이트되서 더 좋아졌나했더니 업데이트 된 이후로 쓴 돈이 집계가 안됨...가계부 작성이 안됩니다 ㅠㅠㅠ수정해주세요
2018-06-11,2,0,지출 분류가 엉망진창이네요. 타행 앱은 하나만 분류 직접 해도 이전 지출과 이후 지출 모두 한번에 처리가 되는데 이건... 제대로 사용이나 해보고 출시한 건지 모르겠습니다. 기타지출이 기형적으로 많이 잡히는 것도 어이가 없고요. 대강 구색은 갖췄는데 실속이 없습니다.
2018-06-10,3,0,카카오뱅크와 케이뱅크도 연동 되었으면 좋겠어요. 다른어플들은 연동 되던데...ㅠㅠ 이게 좀 아쉽네요 ㅠㅠ
2018-06-01,2,0,카카오뱅크 추가해주세요 ㅠㅠ
2018-05-18,3,0,"장점
인터넷전문은행 등을 제외한 거의 모든 금융기관 정보를 불러올 수 있어서 진정한 자산통합관리가 가능하다. 현금성 자산이외 다른 형태의 자산까지 모두 수기 입력으로 관리할 수 있도록 지원해준다. 

단점: 
1. 내역수정이나 재분류시 로딩 시간이 길다. 일괄편집 등의 지원이 없다. 
2. 체크카드로 지출시, 연동된 계좌에서 출금내역으로 중복처리된다. 중복처리에 대해서는 충분히 프로그램으로 1건의 지출로 처리할 수 있는 문제인데, 이 부분을 간과한게 아쉽다.

한 번 설정으로 정리되는 장점보다, 메번 자잘하게 손이 가야하는 단점이 너무 크다."
2018-05-18,3,0,키움증권 추가해주세요
2018-05-16,3,0,지출내역 아이콘이 피시로 볼때랑 어플로 볼때 다르게 나와요.
2018-05-08,5,0,"좋은 앱 만들어 주셔서 감사합니다~
입금 내역도 추가해주신다면 정말 더 행복하게 사용할 수 있을 것 같습니다~"
2018-04-29,3,0,잘쓰고 있습니다 케이뱅크나 카카오뱅크 연공되면 좋겠습니다
2018-04-06,2,0,다만 카카오뱅크가 추가되었으면 좋겠네요
2018-03-27,4,0,카카오뱅크 안되는거랑 수협 공제보험도 보이게 해주세요
2018-02-27,4,0,제곧내
2018-02-23,1,0,어플 다운 누르면 영어로 뭐라고 뜨고 승인 버튼 뜨길래 승인 버튼 눌렀는데 다운이 안되요 ㅠ
2018-01-24,3,0,"어플 너무 좋게 잘 사용하고 있는데요
제가 키움증권을 이용하고 있는데 선택란에 없네요. 추가해주셨으면 좋겠어요~~"
2018-01-15,1,0,로딩시간 좀 잡아주세요 ㅠㅠ
2018-01-08,4,0,카카오뱅크 카카오머니 토스 계좌도 자산에 추가해주세요!! 잘쓰고있습니다
2017-12-26,4,0,카카오뱅크도 넣어주세요!
2017-12-25,5,0,"은행 뿐만 아니라 포인트 외화도 한눈에 볼 수 있어서 만족스럽습니다만 은행은 케이뱅크 카카오뱅크, 포인트는 오케이캐시백도 추가되면 좋겠습니다~"
2017-12-08,3,3,"대학생들은 더치페이를 많이합니다. 제가 돈을 먼저 내고 총 합을 나누어서 개인계좌로 보내주는데
카드내역은 제가 모두 지출한걱 처럼
나오기때문에 가계부작성에 어려움이있습니다

지출액을 수정할 수 있게 해주세요"
2017-12-02,3,0,목표설정 시 날짜형식이 잘못됐다는 오류가 계속 뜨네요 그리고 카카오뱅크 자산추가 좀 해주세요
2017-11-28,5,0,"은행에서 나온 앱에서 가장 유용한거 같아요
정말 좋은서비스입니다."
2017-11-28,5,0,아이폰이라 가계부 앱 쓰기 어려웠는데 너무 좋아요.
2017-11-22,4,0,"너무너무 괜찮은 앱인데, 카뱅도 넣어주시면 정말 감사하겠습니다!!"
2017-11-17,4,0,"다른 앱 쓸까 하다가 
국민은행 앱이라 믿고받았어요. 
(공인인증서를 연동해야하다보니)

여러 계좌를 한번에 알아
총 자금을 관리할 수 있어 좋구요. 
특히 저는 집을 사야해 내가 가진 자금을 자주 봐야하는터라 앱을 깔았는데
유용하게 잘 쓰고 있습니다.
계좌별로 묶어 목표자금(차사기, 여행자금)
설정할수있는점도 좋아요. 

단, 아직 카카오뱅크(케이뱅크도)는
설정안되는 점이 아쉽고
소득이 늘어나는걸 그래프로 월마다 보여주면
더 좋을 것 같아요. 
지금은 지출현황만 그래프로 보이는데
자산현황도 월별 추이가 추가됐으면 합니다. 
위 부분으로 인해 별 4개했어요."
2017-11-10,3,0,정말 좋은 앱같은데! 카카오뱅크가 없으니까 잘안쓰게되네요ㅠㅠ
2017-11-06,4,0,취소된 거래도 가계부에 뜨는데 안 뜨게 해주셨으면 좋겠습니다!
2017-10-27,5,0,카카오 연동안되서 되게 가난해보이는 내 텅장.. 텅장이지만 카카오뱅크도 보고싶어요
2017-10-25,4,0,"카카오뱅크가 추가되면 사용하기 더 편리할 것 같습니다! 
그리고 카테고리를 6개 이상으로 더 추가할 수 있으면 더 좋겠네요."
2017-10-22,1,0,"1. 최신 내역 정보로 업데이트가 수동임
  - 수동도 전체를 다 받는지 느림
2. 모든 동작이 로딩이 나타남 (그정도로 동작 자체가 느림)
3. 내역분류 자동기능도 잘 안되는듯
4. 인터페이스 자체가 원하는걸 찾아가기 힘듬

아이폰이라서 지출 내역 문자를 App으로 자동 처리 못하니 쓸뿐..."
2017-10-17,3,0,"더 추가 또는 기존에 바꿀수 없던 항목을 수정해서 쓸수 있게 해주세요
그리고 수정해서 저장할때 속도가 빨라지면 좋겠습니다
좋은 어플 만들어주셔서 감사합니다"
2017-10-10,4,0,제발 빨리 카카오뱅크도 연동 해줘요ㅜㅜㅜㅜㅜㅜㅜㅜ왜 안해줘요 ㅠㅠㅠㅠㅠ빨리 ㅠㅠㅠ제벙 ㅠㅠㅠㅠㅠㅠ카카오도 해줘요 그거때문에 연동 안돼서 이앱 쓰기 너무 힘듬
2017-09-23,5,0,딱 좋네요. 다만 최초에 카드사용내역이 죄다 기타지출로 분류되어 재분류하는데 애먹고 있습니다. 더 쉽게 일괄변경(복수 체크)할 수 있으면 좋을듯. 한 건 한 건 할때마다 로딩이 길어서 아쉬워요
2017-09-12,5,0,"편리하게 잘 사용하고있습니다!
얼른 카카오뱅크도 연동됐으면 좋겠어요^.^"
2017-09-10,3,0,체크카드로만 썼는데 체크카드는 0원이고 현금지출로만 뜹니다...옆에 체크카드가 있는데....
2017-08-10,2,0,잔액이 맞지않아요. 심지어 같은 국민은행 계좌인데..
2017-08-06,4,0,펀드슈퍼마켓 추가 안되나요?
2017-08-04,3,0,토스도 지원해주세요.
2017-07-28,5,0,카카오뱅크도 등록해주세요
2017-06-01,1,0,적금 조회 안되네요 케이뱅크도 없고 펀드슈퍼마켓도 추가해주세요
2017-05-09,3,0,왜 안되나요?
2017-05-08,5,0,"가장중요한 보험사 대출은 적용이되지않아 부채가정확하지않습니다. 

둘째로  증권사 주식계좌 연동도 되지안네요  

이게되야 완벽해질수있을것같네요  

개선필요합니다"
2017-05-07,4,0,케이뱅크는 언제 지원하나요?
2017-04-09,5,0,"각 은행을 한번에 볼 수 있고 예상지출(자동이체) 까지 볼 수 있어서 너무너무 좋아요!!
k뱅크 업데이트만 좀 빨랑 해주세요^^"
2017-04-07,5,0,"KB증권을 등록 하려고 했는데, 못 찾겠습니다. 좀 더 발전된 어플이 됐으면 좋겠습니다"
2017-03-17,5,0,Very helpful!!!
2017-03-13,5,0,"국민은행 앱 사용하고있어 우연히 앱다운~너무 기대 안했는데반대효과일까요.
이용중인 금융기관 한번에 등록되서 한눈에 포인트까지 관리되고 
저처럼 체크마니 (현금)쓰는 사람한텐 꼭 필요한 앱이에요
지출목록 정리도 쉽고 
매번 가게부도 써야지 했는데
이런 국민앱을 봤나 !!
앱 구동 빠르고 디자인 심플해서보기좋고
초심자도 사용하기도 좋고 
한줄정리 -
어려운 수학문제 쉽게 설명 
잘해주는 공부잘하는 칭구같은 앱!! 강추에용"
2017-03-10,5,0,다 좋은데 kb은행 앱인데 kb증권이 없네요...ㅠㅠ추가해주세용
2017-03-09,4,0,"어플 잘사용하고 있습니다! 
다만 목표관리 설정에 예/적금 통장 
설정 할수 있게 업데이트 해주세요!! 
제가 못하는건가요?! ㅜㅜ"
2017-03-07,4,0,"저에게 꼭 필요한 어플인것 같아요...
다만, 다른 보험사는 대부분 있는데 신협공제 보험은 적용되지 않습니다..
업데이트 요청드립니다."
2017-03-02,5,0,"일부러 이렇게 찾아들어와 리뷰를 쓰게 하는군요. 정말 최고의 앱입니다. 여기저기 흩어진 내 자산과 부채. 그리고 지출내역까지 모두 한방에 해결. 
모두가 상상만 했지만 결국 해내셨군요. 정말 최고입니다. 그동안 숱한 앱들을 써봤지만 금융사는 자기네들것만 조회. 사제앱은 그저 문자 복사 후 붙여넣기가 다였고. 네이버 가계부도 엄청난 노력을 해야 쓸 수 있지만. 이건 정말 대단한 앱입니다.  유료 100 달러 까진 지불할 용의가 있는 최고의 앱입니다. 
여기저기 자산 불러넣고. 계좌이체한 것들은 지출에서 제외하고 등등 아직까진 더 바랄게 없습니다. 기타 개선사항이 있으면 문의 올리겠습니다. 감사해요!!"
2017-03-02,5,0,최고
2017-02-26,1,0,"20개 금융기관 등록 하는데
일일히 인증서 암호 넣어야 하고
또 해당 기관에 등록 안되어 있으면 조회 안됨
바로 삭제하고 리뷰 남기네요"
2017-02-23,4,0,키움증권도 추가해주세요
2017-02-22,4,0,키움증권이랑 보험 라이나생명추가해주세요~체크카드나 세부항목은 알수없는것인가요 ???
2017-02-14,5,0,"좋습니다, KB증권도 추가되게 해주세요 감사합니다"
2017-02-13,5,0,"너무 좋은데요
디지비생명등록하고 싶어요"
2017-02-10,4,0,다~좋은데 지문인식 추가해주면 좋을텐데
2017-02-08,3,0,자산관리가 조금 더 효울적일수있게 업데이트해주시면 감사하겠습니다!
2017-02-07,5,0,"드디어 원하던 형태의 통합앱이 나왔네요
아주 칭찬해~~~~"
2017-01-31,4,0,"한눈에 보기 쉬워서 좋구요
mg새마을금고 중앙회 보험도 꼭 추가시켜주세요"
2017-01-26,5,0,2금융권과 같은 금액은 불러오기가 불가능하므로 사용자가 직접 금액 추가 가능하도록 기능지원부탁드려요~
2017-01-25,5,0,"처음에 여러 금융권  및 카드사, 보험등 공인인증하느라 시간이 걸렸지만 막상 등록후 조회해보니 그냥와~~~ 감탄사가 연발나오네요 정말 오랜만에 기다려왔던 앱이네요 국민은행을 주거래하는 나로서는 최고의 앱이라고 추천하고 싶습니다 강추!"
2017-01-23,1,0,"제 공인인증서 암호 글자수가 20글자 이상인데
국민은행 외에 다른은행을 추가시 
20자이상은 안써지는것 같습니다.

결국은 국민은행 외에는 써보지도 못하고 있네요"
2017-01-22,5,0,그런데 우체국보험 추기할수있게해주세요?
2017-01-16,3,0,"이용하는 증권사가 두개있는데 둘 가 없네요 빠른 추가 부탁드립니다
키움 kb증권 통합된곳"
2017-01-16,5,0,이것저것 써보고 유료어플도 구입해서 써봣는데 제일 좋네요.. 다른어플은 문자복사해서 붙혀넣기땜에 불편햇는데 다 해결해주네요 ㅋㅋ 지문로그인만 있으면 화룡점정입니다
2017-01-15,4,0,"너무 좋아 잘쓰고 있습니다.
삼성카드가 주카드인데 , 내역을 이상하게 가져와서ㅠㅠ 지출관리는 못쓰고 있습니다.
삼성카드도 제대로 쓰게해주세요~~~"
